Terminal,Name,Distance,PostalCodeHigh
ENG,Enugu-Ozalla-Umuahia-Ozu Abam-Arochukwu.,195.00,442101
PHC,PORT-HARCOURT SITE - NNEWI,195.00,1400005
SAP,SAPELE-ABUA RIVERS,195.00,510101
SAP,SAPELE-ABUA RIVERS__RENAMED__1,195.00,510101
SAP,SAPELE-ABUA RIVERS__RENAMED__2,195.00,510101
SAP,SAPELE SITE - ASABA,196.00,2000005
SAP,SAPELE SITE - ORE,196.00,3800005
ENG, - ELELE NWOWOJI,198.00,4200005
PHC,PORT-HARCOURT SITE - FORCADOS,198.00,2000007
PHC,PORT-HARCOURT SITE - ONITSHA,198.00,1400007
GGLD, - ITOBE-KOGI STATE__RENAMED__1,199.00,3200003
KAN,KANO-GWARAM-JIGAWA,199.00,721102
KAN,KANO-GWARAM-JIGAWA__RENAMED__1,199.00,721102
KAN,KANO-GWARAM-JIGAWA__RENAMED__2,199.00,721102
PHC,PORT-HARCOURT SITE - Eku - Warri Road,199.00,2000006
GGLD,GWAGWALADA-KACHIA-KADUNA,200.00,802156
GGLD,GWAGWALADA-KACHIA-KADUNA__RENAMED__1,200.00,802156
GGLD,GWAGWALADA-KACHIA-KADUNA__RENAMED__2,200.00,802156
KAN,KANO-BAATAGARAWA-KATSINA,200.00,820102
KAN,KANO-BAATAGARAWA-KATSINA__RENAMED__1,200.00,820102
KAN,KANO-BAATAGARAWA-KATSINA__RENAMED__2,200.00,820102
SAP,SAPELE SITE - ELELE NWOWOJI,200.00,4200005
KAN,KANO SITE - JAMA'ARE,201.00,1500009
GGLD, - KAFANCHAN__RENAMED__1,202.00,2800007
GGLD,GWAGWALADA TO OGUMA KOGI STATE,202.00,272106
GGLD,GWAGWALADA TO OGUMA KOGI STATE__RENAMED__1,202.00,272106
GGLD,GWAGWALADA TO OGUMA KOGI STATE__RENAMED__2,202.00,272106
KAN,KANO SITE - RIMI CRUSHER - KATSINA,202.00,3000009
KAN,KANO-GIWA-KADUNA,202.00,810105
KAN,KANO-GIWA-KADUNA__RENAMED__1,202.00,810105
KAN,KANO-GIWA-KADUNA__RENAMED__2,202.00,810105
PHC,"PORT-HARCOURT SITE - Nimo , Anambra State",202.00,1400004
PHC,PORT-HARCOURT SITE - OKO,202.00,1400006
PHC,PORT-HARCOURT SITE - Agulu-ANAMBRA STATE,203.00,1400001
SAP,SAPELE SITE - AUCHI,203.00,2200001
SAP,SAPELE SITE - IMEKE,204.00,2200004
ENG, - ADOKA,205.00,1700002
GGLD, - OKENE__RENAMED__1,205.00,3200007
PHC,"PHC-Ajali, Orumba North in Anambra",205.00,423111
PHC,"PHC-Ajali, Orumba North in Anambra__RENAMED__1",205.00,423111
PHC,"PHC-Ajali, Orumba North in Anambra__RENAMED__2",205.00,423111
GGLD, - KADUNA__RENAMED__1,206.00,2800006
KAN,KANO-IGABI-KADUNA,206.00,800101
KAN,KANO-IGABI-KADUNA__RENAMED__1,206.00,800101
KAN,KANO-IGABI-KADUNA__RENAMED__2,206.00,800101
GGLD, - RIGASA KADUNA__RENAMED__1,207.00,2800010
GGLD,GWAGWALADA-KATCHA-NIGER,207.00,920102
GGLD,GWAGWALADA-KATCHA-NIGER__RENAMED__1,207.00,920102
GGLD,GWAGWALADA-KATCHA-NIGER__RENAMED__2,207.00,920102
PHC,PORT-HARCOURT SITE - WARRI,207.00,2000017
SAP,SAPELE SITE - OWO,207.00,3800006
GGLD, - DOKA__RENAMED__1,208.00,2800002
ENG, - UYO,208.00,1300010
KAN,KANO-JAJI-KADUNA,208.00,800102
KAN,KANO-JAJI-KADUNA__RENAMED__1,208.00,800102
KAN,KANO-JAJI-KADUNA__RENAMED__2,208.00,800102
KAN,KANO SITE - MALUFASHI,209.00,3000007
GGLD, - DUTSE - KADUNA__RENAMED__1,210.00,2800003
ENG, ENUGU SITE-IKOM,210.00,1900003
ENG, ENUGU SITE-IKOM__RENAMED__1,210.00,1900003
ENG,ENUGU - ORON - UYO,210.00,1300007
ENG,ENUGU-IKOM,210.00,1900003
PHC,PORT-HARCOURT SITE - AKAMPA,210.00,1900001
PHC,PORT-HARCOURT SITE - ASABA,210.00,2000005
SAP,SAPELE SITE - ONITSHA,210.00,1400007
ENG, - AKAMPA,211.00,1900001
ENG,"ENUGU - OPP. CHAMPION BREWERY, AKWA IBOM",211.00,1300006
ENG, - ABEJUKOLO,212.00,3200001
ENG, - UROMI,213.00,2200006
ENG, - ITOBE-KOGI STATE,214.00,3200003
ENG,"ENUGU-Odu Ogboyaga, Dekina Kogi State",214.00,272101
ENG,"ENUGU-Odu Ogboyaga, Dekina Kogi State__RENAMED__1",214.00,272101
ENG,"ENUGU-Odu Ogboyaga, Dekina Kogi State__RENAMED__2",214.00,272101
ENG, - BASSA,215.00,3300002
KAN,KANO-BATSARI-KATSINA,215.00,820116
KAN,KANO-BATSARI-KATSINA__RENAMED__1,215.00,820116
KAN,KANO-BATSARI-KATSINA__RENAMED__2,215.00,820116
KAN,KANO-BIRNIWA-JIGAWA,215.00,731106
KAN,KANO-BIRNIWA-JIGAWA__RENAMED__1,215.00,731106
KAN,KANO-BIRNIWA-JIGAWA__RENAMED__2,215.00,731106
KAN,KANO-KATAGUM-BAUCHI,215.00,752105
KAN,KANO-KATAGUM-BAUCHI__RENAMED__1,215.00,752105
KAN,KANO-KATAGUM-BAUCHI__RENAMED__2,215.00,752105
GGLD, - BIDDA__RENAMED__1,216.00,3600002
GGLD,GGLD to Baro Niger State,216.00,912003
GGLD,GGLD to Baro Niger State__RENAMED__1,216.00,912003
GGLD,GGLD to Baro Niger State__RENAMED__2,216.00,912003
KAN,KANO- KUMKUMI,216.00,800211
KAN,KANO- KUMKUMI.,216.00,800211
KAN,KANO- KUMKUMI. .,216.00,800211
KAN,KANO SITE - KATSINA,216.00,3000005
GGLD,GWAGWALADA-SHIRORO-NIGER,217.00,921101
GGLD,GWAGWALADA-SHIRORO-NIGER__RENAMED__1,217.00,921101
GGLD,GWAGWALADA-SHIRORO-NIGER__RENAMED__2,217.00,921101
KAN,KANO SITE - NINGI - BAUCHI STATE,218.00,1500004
SAP,SAP - IDOANI ONDO STATE,218.00,341115
SAP,SAP - IDOANI ONDO STATE__RENAMED__1,218.00,341115
SAP,SAP - IDOANI ONDO STATE__RENAMED__2,218.00,341115
ENG, - AHOADA,220.00,4200002
KAN,KANO-KAITA-KATSINA,220.00,820103
KAN,KANO-KAITA-KATSINA__RENAMED__1,220.00,820103
KAN,KANO-KAITA-KATSINA__RENAMED__2,220.00,820103
PHC,PORT-HARCOURT SITE - ABRAKA,220.00,2000001
SAP,SAPELE-OMAGWA,220.00,511101
SAP,SAPELE-OMAGWA__RENAMED__1,220.00,511101
SAP,SAPELE-OMAGWA__RENAMED__2,220.00,511101
ENG,ENUGU - IBESIKPO,221.00,1300003
ENG,ENUGU - IFOM,221.00,1300004
ENG,"ENUGU - IKOT UDOM VILLAGE, MKPATAK ESSIEN",221.00,1300005
PHC,PORT-HARCOURT SITE - OVIRI COURT - OKWIEMO,221.00,2000013
ENG,ENUGU- KWALE,222.00,2000011
ENG,ENUGU- KWALE__RENAMED__1,222.00,2000011
ENG,ENUGU- KWALE__RENAMED__2,222.00,2000011
PHC,PORT-HARCOURT SITE - ANAMBRA,222.00,1400002
GGLD,GWAGWALADA-ADOMA-KOGI,223.00,271109
GGLD,GWAGWALADA-ADOMA-KOGI__RENAMED__1,223.00,271109
GGLD,GWAGWALADA-ADOMA-KOGI__RENAMED__2,223.00,271109
ENG,ENUGU-OKMAS NIG. LTD AHODA PHC,224.00,4200010
SAP,SAPELE SITE - UMUAKPU SITE-OHAJI/EGBEMA LGA,224.00,2600008
GGLD, - OKPELLA__RENAMED__1,225.00,2200005
SAP,SAPELE TO IDANRE ONDO STATE,225.00,340108
SAP,SAPELE TO IDANRE ONDO STATE__RENAMED__1,225.00,340108
SAP,SAPELE TO IDANRE ONDO STATE__RENAMED__2,225.00,340108
ENG,ENUGU - ETIM EKPO,226.00,1300002
GGLD,GWAGWALADA-JEMA'A-KADUNA,227.00,801135
GGLD,GWAGWALADA-JEMA'A-KADUNA__RENAMED__1,227.00,801135
GGLD,GWAGWALADA-JEMA'A-KADUNA__RENAMED__2,227.00,801135
GGLD,GWAGWALADA-SOBA-KADUNA,227.00,801112
GGLD,GWAGWALADA-SOBA-KADUNA__RENAMED__1,227.00,801112
GGLD,GWAGWALADA-SOBA-KADUNA__RENAMED__2,227.00,801112
KAN,KANO - SHIRA,227.00,1500007
KAN,KANO - SHIRA__RENAMED__1,227.00,1500007
KAN,KANO - SHIRA__RENAMED__2,227.00,1500007
KAN,KANO SITE - MAGURU-GUSAU,227.00,4600004
ENG,ENUGU - OWAZA,228.00,1000004
GGLD,GGLD-BENIN-EKPOMA-AVIELLE-OKENE-LOKOJA-GWAGWALADA-DIKO-PAIKO-MINNA-ZUNGERU,228.00,922107
GGLD,GGLD-BENIN-EKPOMA-AVIELLE-OKENE-LOKOJA-GWAGWALADA-DIKO-PAIKO-MINNA-ZUNGERU__RENAMED__1,228.00,922107
GGLD,GGLD-BENIN-EKPOMA-AVIELLE-OKENE-LOKOJA-GWAGWALADA-DIKO-PAIKO-MINNA-ZUNGERU__RENAMED__2,228.00,922107
GGLD,GWAGWALADA-WUSHISHI-NIGER,228.00,922107
GGLD,GWAGWALADA-WUSHISHI-NIGER__RENAMED__1,228.00,922107
GGLD,GWAGWALADA-WUSHISHI-NIGER__RENAMED__2,228.00,922107
SAP,SAPELE SITE - AKURE,228.00,3800001
SAP,SAPELE SITE - NNEWI,228.00,1400005
ENG, - ALUU,229.00,4200003
GGLD,KOGI- IFE-OLUKOTUN KOGI STATE,229.00,3200004
SAP,SAPELE SITE - ALUU,229.00,4200003
ENG, - ELELE,230.00,4200004
ENG,ENUGU - PORT HARCOURT,230.00,4200011
GGLD,GWAGWALADA-SANGA-KADUNA,230.00,801129
GGLD,GWAGWALADA-SANGA-KADUNA__RENAMED__1,230.00,801129
GGLD,GWAGWALADA-SANGA-KADUNA__RENAMED__2,230.00,801129
ENG,ENUGU VANDEKIYA BENUE STATE,231.00,982106
SAP,SAPELE SITE - OKPELLA,231.00,2200005
GGLD,GWAGWALADA-ZANGON-KATAF-KADUNA,232.00,802107
GGLD,GWAGWALADA-ZANGON-KATAF-KADUNA__RENAMED__1,232.00,802107
GGLD,GWAGWALADA-ZANGON-KATAF-KADUNA__RENAMED__2,232.00,802107
SAP,SAPELE SITE - ADA GEORGE,232.00,4200001
SAP,"SAPELE SITE - Nimo , Anambra State",232.00,1400004
ENG, - ADA GEORGE,233.00,4200001
ENG,ENUGU-OMAGWA,233.00,511101
ENG,ENUGU-OMAGWA__RENAMED__1,233.00,511101
ENG,ENUGU-OMAGWA__RENAMED__2,233.00,511101
KAN,KANO-GURI-JIGAWA,233.00,731105
KAN,KANO-GURI-JIGAWA__RENAMED__1,233.00,731105
KAN,KANO-GURI-JIGAWA__RENAMED__2,233.00,731105
PHC,PHC- KWALE,233.00,2000011
PHC,PHC- KWALE__RENAMED__1,233.00,2000011
PHC,PORT-HARCOURT SITE - KWALE,233.00,2000011
SAP,SAPELE SITE - UMUERI AIRPORT,233.00,1400011
SAP,SAPELE SITE - UMUERI AIRPORT__RENAMED__1,233.00,1400011
SAP,SAPELE SITE - UMUERI AIRPORT__RENAMED__2,233.00,1400011
SAP,SAPELE to OKITIPUPA ONDO STATE,233.00,350105
SAP,SAPELE to OKITIPUPA ONDO STATE__RENAMED__1,233.00,350105
SAP,SAPELE to OKITIPUPA ONDO STATE__RENAMED__2,233.00,350105
GGLD, - KABBA-KOGI STATE__RENAMED__1,235.00,3200009
GGLD, - LAPAI-NIGER STATE__RENAMED__1,235.00,3600005
GGLD,GGLD-KOGI,235.00,260105
GGLD,GGLD-KOGI__RENAMED__1,235.00,260105
GGLD,GGLD-KOGI__RENAMED__2,235.00,260105
KAN,KANO SITE - DOKA,235.00,2800002
PHC,PORT-HARCOURT SITE - OJI - ENUGU,235.00,2400002
KAN,KANO-JIBIYA-KATSINA,236.00,820105
KAN,KANO-JIBIYA-KATSINA__RENAMED__1,236.00,820105
KAN,KANO-JIBIYA-KATSINA__RENAMED__2,236.00,820105
KAN,KANO-PAMBEGUWA-KADUNA,236.00,811108
KAN,KANO-PAMBEGUWA-KADUNA__RENAMED__1,236.00,811108
KAN,KANO-PAMBEGUWA-KADUNA__RENAMED__2,236.00,811108
KAN,KANO-TSAFE-ZAMFARA,236.00,632101
KAN,KANO-TSAFE-ZAMFARA__RENAMED__1,236.00,632101
KAN,KANO-TSAFE-ZAMFARA__RENAMED__2,236.00,632101
PHC,PORT-HARCOURT SITE - ENUGU,236.00,2400001
SAP,SAPELE TO OBA AKOKO IKUN ONDO STATE,236.00,342116
SAP,SAPELE TO OBA AKOKO IKUN ONDO STATE__RENAMED__1,236.00,342116
SAP,SAPELE TO OBA AKOKO IKUN ONDO STATE__RENAMED__2,236.00,342116
GGLD,GWAGWALADA-GBAKO-NIGER,237.00,912101
GGLD,GWAGWALADA-GBAKO-NIGER__RENAMED__1,237.00,912101
GGLD,GWAGWALADA-GBAKO-NIGER__RENAMED__2,237.00,912101
PHC,PORT-HARCOURT SITE - AWKA,237.00,1400003
SAP,SAPELE SITE - PHC GU AKE RCC,237.00,4200009
KAN,KANO SITE - NGURU,238.00,4500008
SAP,SAPELE SITE - Agulu-ANAMBRA STATE,238.00,1400001
PHC,PHC-EMENE ENUGU STATE,239.00,400103
PHC,PHC-EMENE ENUGU STATE__RENAMED__1,239.00,400103
PHC,PHC-EMENE ENUGU STATE__RENAMED__2,239.00,400103
KAN,KANO SITE - RIGASA KADUNA,240.00,2800010
ENG, - MBIAMA,241.00,4200006
ENG, - PHC GU AKE RCC,241.00,4200009
SAP,SAPELE SITE - PORT HARCOURT - LOCAL,241.00,4200010
KAN,KANO SITE - DUTSE - KADUNA,242.00,2800003
KAN,KANO SITE - KUTEMESHI,242.00,2800017
KAN,KANO-ZAKI-BAUCHI,242.00,603105
KAN,KANO-ZAKI-BAUCHI__RENAMED__1,242.00,603105
KAN,KANO-ZAKI-BAUCHI__RENAMED__2,242.00,603105
PHC,PHC to OBAN-CALABAR CROSS RIVER STATE,242.00,542103
ENG, - OBUDU,243.00,1900006
ENG,ENUGU TO IKOT EYO-AKWA IBOM,243.00,522105
ENG,ENUGU TO IKOT EYO-AKWA IBOM__RENAMED__1,243.00,522105
ENG,ENUGU TO IKOT EYO-AKWA IBOM__RENAMED__2,243.00,
PHC,PORT-HARCOURT SITE - SAPELE,243.00,2000015
SAP,SAPELE SITE - ANAMBRA,243.00,1400002
SAP,SAPELE SITE - IGBOKODA,243.00,3800002
PHC,PORT-HARCOURT SITE - CALABAR,244.00,1900002
GGLD,GWAGWALADA-KAJURU-KADUNA,245.00,802123
GGLD,GWAGWALADA-KAJURU-KADUNA__RENAMED__1,245.00,802123
GGLD,GWAGWALADA-KAJURU-KADUNA__RENAMED__2,245.00,802123
SAP,"SAPELE-EKWULOBIA, ANAMBRA STATE",246.00,422123
SAP,"SAPELE-EKWULOBIA, ANAMBRA STATE__RENAMED__1",246.00,422123
SAP,"SAPELE-EKWULOBIA, ANAMBRA STATE__RENAMED__2",246.00,422123
GGLD, - LAFIA__RENAMED__1,247.00,3500002
GGLD,GWAGWALADA-JAJI-KADUNA,247.00,800102
GGLD,GWAGWALADA-JAJI-KADUNA__RENAMED__1,247.00,800102
GGLD,GWAGWALADA-JAJI-KADUNA__RENAMED__2,247.00,800102
KAN,KANO SITE - KADUNA,247.00,2800006
ENG, - TOMBIA - BAYSELA,248.00,1600002
SAP,SAPELE SITE - KOKO AMA,248.00,2000010
GGLD,GWAGWALADA to ILUKE EGGAN KOGI,249.00,261103
GGLD,GWAGWALADA to ILUKE EGGAN KOGI__RENAMED__1,249.00,261103
GGLD,GWAGWALADA to ILUKE EGGAN KOGI__RENAMED__2,249.00,261103
SAP,SAPELE SITE - AWKA,249.00,1400003
ENG, - ADIKPO-BENUE,250.00,1700001
GGLD,Gwagwalada-Abuja-Keffi-Nasarawa-Loko-Agatu,250.00,972108
GGLD,Gwagwalada-Abuja-Keffi-Nasarawa-Loko-Agatu__RENAMED__1,250.00,972108
GGLD,Gwagwalada-Abuja-Keffi-Nasarawa-Loko-Agatu__RENAMED__2,250.00,972108
SAP,SAPELE TO IKARE AKOKO ONDO STATE,250.00,342101
SAP,SAPELE TO IKARE AKOKO ONDO STATE__RENAMED__1,250.00,342101
SAP,SAPELE TO IKARE AKOKO ONDO STATE__RENAMED__2,250.00,342101
GGLD,GWAGWALADA-TEGINA-NIGER,251.00,922101
GGLD,GWAGWALADA-TEGINA-NIGER__RENAMED__1,251.00,922101
GGLD,GWAGWALADA-TEGINA-NIGER__RENAMED__2,251.00,922101
SAP,SAPELE SITE - OWERRI,251.00,2600004
ENG, - ABRAKA,252.00,2000001
GGLD, - AUCHI__RENAMED__1,252.00,2200001
GGLD, - IMEKE__RENAMED__1,252.00,2200004
ENG, - KOKO AMA,252.00,2000010
ENG,ENU to OBAN-CALABAR CROSS RIVER STATE,252.00,542103
GGLD,GWAGWALADA SITE - KAGARA,252.00,3600016
KAN,KANO-LERE-KADUNA,252.00,811104
KAN,KANO-LERE-KADUNA__RENAMED__1,252.00,811104
KAN,KANO-LERE-KADUNA__RENAMED__2,252.00,811104
ENG,ENUGU - OLEH - DELTA,255.00,2000018
ENG,ENUGU - OLEH - DELTA__RENAMED__1,255.00,2000018
ENG,ENUGU - OLEH - DELTA__RENAMED__2,255.00,2000018
ENG,ENUGU-PORT HARCOURT,255.00,4200001
PHC,PORT-HARCOURT SITE - AFIKPO,255.00,2100007
ENG, - OGHARA,256.00,2000012
GGLD,GGLD-IDAH QUARY KOGI STATE,256.00,3200011
GGLD,GGLD-IDAH QUARY KOGI STATE__RENAMED__1,256.00,3200011
GGLD,GGLD-IDAH QUARY KOGI STATE__RENAMED__2,256.00,3200011
SAP,SAPELE SITE - ONNE-PHC,256.00,4200007
ENG, - MAKURDI,257.00,1700005
ENG,"ENUGU-GBOKO, BENUE STATE",257.00,981101
GGLD,GWAGWALADA SITE - UMOMI,257.00,3200015
GGLD,GWAGWALADA SITE - UMOMI__RENAMED__1,257.00,3200015
GGLD,GWAGWALADA SITE - UMOMI__RENAMED__2,257.00,3200015
PHC,"PHC-EKWULOBIA, ANAMBRA STATE",257.00,422123
ENG, - BENIN,258.00,2200002
GGLD,GWAGWALADA-IGABI-KADUNA,258.00,800101
GGLD,GWAGWALADA-IGABI-KADUNA__RENAMED__1,258.00,800101
GGLD,GWAGWALADA-IGABI-KADUNA__RENAMED__2,258.00,800101
GGLD,GWAGWALADA-EJULE-KOGI,259.00,271106
GGLD,GWAGWALADA-EJULE-KOGI__RENAMED__1,259.00,271106
GGLD,GWAGWALADA-EJULE-KOGI__RENAMED__2,259.00,271106
SAP,SAPELE SITE - OWAZA,259.00,1000004
ENG, - AUCHI,260.00,2200001
PHC,PORT-HARCOURT SITE - OGHARA,260.00,2000012
ENG, - IMEKE,261.00,2200004
ENG, - ONNE-PHC,261.00,4200007
ENG,Enugu-Oturkpa-Oturkpo-Agatu,261.00,972108
ENG,Enugu-Oturkpa-Oturkpo-Agatu__RENAMED__1,261.00,972108
ENG,Enugu-Oturkpa-Oturkpo-Agatu__RENAMED__2,261.00,972108
GGLD,GWAGWALADA-OMUO-EKITI STATE,261.00,370104
GGLD,GWAGWALADA-OMUO-EKITI STATE__RENAMED__1,261.00,370104
SAP,SAPELE SITE - IKERE,261.00,4000002
GGLD,GWAGWALADA-KAURA-KADUNA,262.00,801151
GGLD,GWAGWALADA-KAURA-KADUNA__RENAMED__1,262.00,801151
GGLD,GWAGWALADA-KAURA-KADUNA__RENAMED__2,262.00,801151
KAN,KANO-DARAZO-BAUCHI,262.00,750106
KAN,KANO-DARAZO-BAUCHI__RENAMED__1,262.00,750106
KAN,KANO-DARAZO-BAUCHI__RENAMED__2,262.00,750106
ENG, - TARAKU - BENUE STATE,263.00,1700007
KAN,KANO SITE - DANKAMA - KATSINA STATE,263.00,3000002
PHC,PHC- OKA EGBERA ENUGU STATE,263.00,412105
ENG, - P/HARCOURT-EKET ROAD,264.00,4200008
KAN,KANO-KARASUWA-YOBE,264.00,630103
KAN,KANO-KARASUWA-YOBE__RENAMED__1,264.00,630103
KAN,KANO-KARASUWA-YOBE__RENAMED__2,264.00,630103
PHC,PHC TO IKOT EYO-AKWA IBOM,264.00,522105
PHC,PHC TO IKOT EYO-AKWA IBOM__RENAMED__1,264.00,522105
PHC,PHC TO IKOT EYO-AKWA IBOM__RENAMED__2,264.00,522105
PHC,PHC-OLOGBO-OBANYANTON,264.00,300105
PHC,PHC-OLOGBO-OBANYANTON__RENAMED__1,264.00,300105
PHC,PHC-OLOGBO-OBANYANTON__RENAMED__2,264.00,300105
SAP,SAPELE-AKOTOGBO-IRELE,264.00,3800008
SAP,SAPELE-AKOTOGBO-IRELE__RENAMED__1,264.00,3800008
SAP,SAPELE-AKOTOGBO-IRELE__RENAMED__2,264.00,3800008
ENG,ENUGU-BODO,265.00,4200013
ENG,ENUGU-BODO__RENAMED__1,265.00,4200013
ENG,ENUGU-BODO__RENAMED__2,265.00,4200013
GGLD,GGLD SITE - PATEGI,265.00,3300010
GGLD,GGLD SITE - PATEGI__RENAMED__1,265.00,3300010
GGLD,GGLD SITE - PATEGI__RENAMED__2,265.00,3300010
SAP,"SAPELE-Ajali, Orumba North in Anambra",265.00,423111
SAP,"SAPELE-Ajali, Orumba North in Anambra__RENAMED__1",265.00,423111
SAP,"SAPELE-Ajali, Orumba North in Anambra__RENAMED__2",265.00,423111
GGLD,GGLD-MOPA KOGI,266.00,262101
GGLD,GGLD-MOPA KOGI__RENAMED__1,266.00,262101
GGLD,GGLD-MOPA KOGI__RENAMED__2,266.00,262101
PHC,PORT-HARCOURT SITE - EWOHIMI,268.00,2200003
PHC,PORT-HARCOURT SITE - NDUBIA,268.00,1900004
GGLD, - ABEJUKOLO__RENAMED__1,269.00,3200001
GGLD, - DUAR__RENAMED__1,269.00,3500001
GGLD, - NASARAWA__RENAMED__1,269.00,3500003
ENG,ENUGU-KOGI,269.00,260105
ENG,ENUGU-KOGI__RENAMED__1,269.00,260105
ENG,ENUGU-KOGI__RENAMED__2,269.00,260105
GGLD,GGLD-ALOMA,269.00,3200014
GGLD,GGLD-ALOMA__RENAMED__1,269.00,3200014
GGLD,GGLD-ALOMA__RENAMED__2,269.00,3200014
GGLD,GWAGWALADA-ANYIGBA-KOGI,269.00,272102
GGLD,GWAGWALADA-ANYIGBA-KOGI__RENAMED__1,269.00,272102
GGLD,GWAGWALADA-ANYIGBA-KOGI__RENAMED__2,269.00,272102
GGLD,GWAGWALADA-MARIGA-NIGER,269.00,922106
GGLD,GWAGWALADA-MARIGA-NIGER__RENAMED__1,269.00,922106
GGLD,GWAGWALADA-MARIGA-NIGER__RENAMED__2,269.00,922106
SAP,SAPELE -  IGBOKODA,271.00,352117
SAP,SAPELE -  IGBOKODA__RENAMED__1,271.00,352117
SAP,SAPELE -  IGBOKODA__RENAMED__2,271.00,352117
ENG, - YENAGOA,272.00,1600003
GGLD,GGLD - IDOANI ONDO STATE,272.00,341115
GGLD,GGLD - IDOANI ONDO STATE__RENAMED__1,272.00,341115
GGLD,GGLD - IDOANI ONDO STATE__RENAMED__2,272.00,341115
ENG, - LOKOJA,273.00,3200005
GGLD,GWAGWALADA SITE - EJUKU,275.00,3200016
PHC,PORT-HARCOURT SITE - KOKO - LEVANT,275.00,2000009
GGLD,GWAGWALADA-OBI-NASARAWA,276.00,951101
GGLD,GWAGWALADA-OBI-NASARAWA__RENAMED__1,276.00,951101
GGLD,GWAGWALADA-OBI-NASARAWA__RENAMED__2,276.00,951101
ENG, - PATANI,277.00,2000014
ENG, - Sagbama,277.00,1600001
GGLD,GWAGWALADA-ASSAIKIO-NASARAWA,279.00,950102
GGLD,GWAGWALADA-ASSAIKIO-NASARAWA__RENAMED__1,279.00,950102
GGLD,GWAGWALADA-ASSAIKIO-NASARAWA__RENAMED__2,279.00,950102
SAP,SAP-BODO,280.00,4200013
SAP,SAP-BODO__RENAMED__1,280.00,4200013
SAP,SAP-BODO__RENAMED__2,280.00,4200013
GGLD,GWAGWALADA-EDATI-NIGER,281.00,913102
GGLD,GWAGWALADA-EDATI-NIGER__RENAMED__1,281.00,913102
GGLD,GWAGWALADA-EDATI-NIGER__RENAMED__2,281.00,913102
PHC,PORT-HARCOURT SITE - AGBOR,281.00,2000004
PHC,PHC SITE - ABAKALIKI,282.00,2100001
PHC,PHC SITE - ABAKALIKI__RENAMED__1,282.00,2100001
PHC,PORT-HARCOURT SITE - ABAKALIKI,282.00,2100001
SAP,SAPELE-UDI ABIA ENUGU STATE,282.00,401104
SAP,SAPELE-UDI ABIA ENUGU STATE__RENAMED__1,282.00,401104
SAP,SAPELE-UDI ABIA ENUGU STATE__RENAMED__2,282.00,401104
ENG, - KATSINA-ALA,283.00,1700004
GGLD,GGLD TO IKARE AKOKO ONDO STATE,283.00,342101
GGLD,GGLD TO IKARE AKOKO ONDO STATE__RENAMED__1,283.00,342101
GGLD,GGLD TO IKARE AKOKO ONDO STATE__RENAMED__2,283.00,342101
GGLD,GWAGWALADA-LERE-KADUNA,283.00,811104
GGLD,GWAGWALADA-LERE-KADUNA__RENAMED__1,283.00,811104
GGLD,GWAGWALADA-LERE-KADUNA__RENAMED__2,283.00,811104
ENG,ENUGU - EKET,284.00,1300001
PHC,"PORT-HARCOURT SITE - NTEZI, ABAKALIKI",284.00,2100002
ENG,ENUGU-GOKANA RIVER STATE,285.00,501103
GGLD, - ZARIA__RENAMED__1,286.00,2800012
ENG,ENUGU-OLOGBO-OBANYANTON,286.00,300105
ENG,ENUGU-OLOGBO-OBANYANTON__RENAMED__1,286.00,300105
ENG,ENUGU-OLOGBO-OBANYANTON__RENAMED__2,286.00,300105
GGLD,GWAGWALADA TO SECTION 3,286.00,810103
GGLD,GWAGWALADA TO SECTION 3__RENAMED__1,286.00,810103
GGLD,GWAGWALADA TO SECTION 3__RENAMED__2,286.00,810103
KAN,KANO SITE - AZARE,286.00,1500002
ENG, - OKPELLA,287.00,2200005
PHC,PORT-HARCOURT SITE - KOKO,287.00,2000008
SAP,SAPELE-GOKANA RIVER STATE,287.00,501103
SAP,SAPELE-GOKANA RIVER STATE__RENAMED__1,287.00,501103
SAP,SAPELE-GOKANA RIVER STATE__RENAMED__2,287.00,501103
KAN,KANO - GWAGWADA,288.00,800104
KAN,KANO - GWAGWADA__RENAMED__1,288.00,800104
KAN,KANO - GWAGWADA__RENAMED__2,288.00,800104
KAN,KANO-JAKUSKO-YOBE,288.00,631102
KAN,KANO-JAKUSKO-YOBE__RENAMED__1,288.00,631102
KAN,KANO-JAKUSKO-YOBE__RENAMED__2,288.00,631102
PHC,PHC - UMUERI AIRPORT,288.00,1400011
PHC,PHC - UMUERI AIRPORT__RENAMED__1,288.00,1400011
PHC,PHC - UMUERI AIRPORT__RENAMED__2,288.00,1400011
SAP,SAPELE - UMUABA ABA,288.00,453111
SAP,SAPELE - UMUABA ABA__RENAMED__1,288.00,453111
SAP,SAPELE - UMUABA ABA__RENAMED__2,288.00,453111
ENG, - TAI-EKET,290.00,1300009
PHC,PHC-UDI ABIA ENUGU STATE,290.00,401104
PHC,PHC-UDI ABIA ENUGU STATE__RENAMED__1,290.00,401104
PHC,PHC-UDI ABIA ENUGU STATE__RENAMED__2,290.00,401104
SAP,SAPELE SITE - ULI,290.00,1400008
PHC,PHC-NSUKA ENUGU STATE,291.00,410101
PHC,PHC-NSUKA ENUGU STATE__RENAMED__1,291.00,410101
PHC,PHC-NSUKA ENUGU STATE__RENAMED__2,291.00,410101
