Terminal,Name,Distance,PostalCodeHigh
GGLD,GWAGWALADA-BKKUYUMZAMFARA,640.00,630281
GGLD,GWAGWALADA-BKKUYUMZAMFARA__RENAMED__1,640.00,630281
GGLD,GWAGWALADA-BKKUYUMZAMFARA__RENAMED__2,640.00,630281
SAP,SAPELE SITE - TARAKU - BENUE STATE,640.00,1700007
PHC,PORT-HARCOURT SITE - DUAR,641.00,3500001
PHC,PORT-HARCOURT SITE - NASARAWA,641.00,3500003
SAP,SAPELE SITE - Rijana Kaduna,641.00,2800011
GGLD,GWAGWALADA TO MALISA GWANDU KEBBI STATE,642.00,860104
GGLD,GWAGWALADA TO MALISA GWANDU KEBBI STATE__RENAMED__1,642.00,86104
GGLD,GWAGWALADA TO MALISA GWANDU KEBBI STATE__RENAMED__2,642.00,860104
KAN,KANO - MAYO BELWA,642.00,641102
KAN,KANO - MAYO BELWA__RENAMED__1,642.00,641102
KAN,KANO - MAYO BELWA__RENAMED__2,642.00,641102
KAN,KANO SITE - BASSA,642.00,3300002
KAN,KANO SITE - KEBBI AIRPORT,642.00,3100008
GGLD, - EPE__RENAMED__1,643.00,3400002
KAN,KAN TO WARA KEBBI STATE,643.00,870104
KAN,KAN TO WARA KEBBI STATE__RENAMED__1,643.00,870104
KAN,KAN TO WARA KEBBI STATE__RENAMED__2,643.00,870104
SAP,SAPELE - GWAGWADA,643.00,800104
SAP,SAPELE - GWAGWADA__RENAMED__1,643.00,800104
SAP,SAPELE - GWAGWADA__RENAMED__2,643.00,800104
SAP,SAPELE SITE - BADEGI - NIGER,643.00,3600001
ENG, - DUTSE - KADUNA,644.00,2800003
SAP,SAPELE-ZAKIBIAM-BENUE-,644.00,980109
SAP,SAPELE-ZAKIBIAM-BENUE-__RENAMED__1,644.00,980109
SAP,SAPELE-ZAKIBIAM-BENUE-__RENAMED__2,644.00,980109
GGLD, - IKORODU-LAGOS__RENAMED__1,645.00,3400004
GGLD,Gwagwalada-Minna-Zungeru-Tegina-Kontagora- Bin Yauri-Jega-Kalgo,645.00,862104
GGLD,Gwagwalada-Minna-Zungeru-Tegina-Kontagora- Bin Yauri-Jega-Kalgo__RENAMED__1,645.00,862104
GGLD,Gwagwalada-Minna-Zungeru-Tegina-Kontagora- Bin Yauri-Jega-Kalgo__RENAMED__2,645.00,862104
GGLD,Gwagwalada-Minna-Zungeru-Tegina-Kontagora- Bin Yauri-Jega-Kalgo__RENAMED__3,645.00,862104
ENG, - LAPAI-NIGER STATE,646.00,3600005
ENG, - Ogbomosho,647.00,3900004
KAN,KANO SITE - ITOBE-KOGI STATE,648.00,3200003
PHC,PHC SITE - OYO,648.00,4000009
PHC,PHC SITE - OYO__RENAMED__1,648.00,4000009
PHC,PORT-HARCOURT SITE - OYO,648.00,4000009
KAN,"KANO-Odu Ogboyaga, Dekina Kogi State",649.00,272101
KAN,"KANO-Odu Ogboyaga, Dekina Kogi State__RENAMED__1",649.00,272101
KAN,"KANO-Odu Ogboyaga, Dekina Kogi State__RENAMED__2",649.00,272101
PHC,PORT-HARCOURT SITE - KATAMPE,650.00,1100009
SAP,SAPELE SITE - OBUDU,650.00,1900006
GGLD, - YIMIRSHIKA__RENAMED__1,651.00,1800007
KAN,KANO SITE - NGASKI,652.00,3100010
KAN,KANO SITE - NGASKI__RENAMED__1,652.00,3100010
KAN,KANO SITE - NGASKI__RENAMED__2,652.00,3100010
KAN,Kano-Zaria-Kaduna-Madalla-Abuja-Keffi-Nasarawa-Loko-Agatu,652.00,972108
KAN,Kano-Zaria-Kaduna-Madalla-Abuja-Keffi-Nasarawa-Loko-Agatu__RENAMED__1,652.00,972108
KAN,Kano-Zaria-Kaduna-Madalla-Abuja-Keffi-Nasarawa-Loko-Agatu__RENAMED__2,652.00,972108
PHC,PHC-IDU ABUJA,652.00,1100018
PHC,PHC-IDU ABUJA__RENAMED__1,652.00,1100018
PHC,PHC-IDU ABUJA__RENAMED__2,652.00,1100018
PHC,PORT-HARCOURT SITE - OYO - OGBOMOSHO,652.00,4000004
PHC,PORT-HARCOURT SITE - TAKUMPARA - NIGER,652.00,3600010
SAP,SAP-AGAIE-NIGER STATE,653.00,911104
SAP,SAP-AGAIE-NIGER STATE__RENAMED__1,653.00,911104
SAP,SAP-AGAIE-NIGER STATE__RENAMED__2,653.00,911104
SAP,SAPELE SITE - UGBA,653.00,1700008
SAP,SAPELE SITE - ZAKI-BIAM - BENUE STATE,653.00,1700009
KAN,KANO SITE - OKENE,654.00,3200007
KAN,KANO-HONG-ADAMAWA,654.00,650107
KAN,KANO-HONG-ADAMAWA__RENAMED__1,654.00,650107
KAN,KANO-HONG-ADAMAWA__RENAMED__2,654.00,650107
PHC,PHC-DONGA-TARABA,654.00,671001
PHC,PHC-DONGA-TARABA__RENAMED__1,654.00,671001
PHC,PHC-DONGA-TARABA__RENAMED__2,654.00,671001
PHC,PORT-HARCOURT SITE - GUZAPE,654.00,1100007
SAP,SAPELE SITE - BIDDA,654.00,3600002
GGLD, - MOWE__RENAMED__1,655.00,3700006
GGLD,GWAGWALADA-BILIRI-GOMBE,655.00,771101
GGLD,GWAGWALADA-BILIRI-GOMBE__RENAMED__1,655.00,771101
GGLD,GWAGWALADA-BILIRI-GOMBE__RENAMED__2,655.00,771101
KAN,KANO-FUFORE-ADAMAWA,655.00,640107
KAN,KANO-FUFORE-ADAMAWA__RENAMED__1,655.00,640107
KAN,KANO-FUFORE-ADAMAWA__RENAMED__2,655.00,640107
PHC,"PHC-TAKUM, TARABA STATE",655.00,671002
PHC,"PHC-TAKUM, TARABA STATE__RENAMED__1",655.00,671002
PHC,"PHC-TAKUM, TARABA STATE__RENAMED__2",655.00,671002
KAN,KANO - GWANDU,656.00,860102
KAN,KANO - GWANDU__RENAMED__1,656.00,860102
KAN,KANO - GWANDU__RENAMED__2,656.00,860102
PHC,PHC-IBI-TARABA,656.00,670109
PHC,PHC-IBI-TARABA__RENAMED__1,656.00,670109
PHC,PHC-IBI-TARABA__RENAMED__2,656.00,670109
PHC,PORT-HARCOURT SITE - ONEX - ABUJA,656.00,1100012
KAN,KANO-AGATU-BENUE-,658.00,972108
KAN,KANO-AGATU-BENUE-__RENAMED__1,658.00,972108
KAN,KANO-AGATU-BENUE-__RENAMED__2,658.00,972108
SAP,SAPELE SITE - KAFANCHAN,658.00,2800007
KAN,KANO SITE - WAWA,659.00,3600018
KAN,KANO SITE - WAWA__RENAMED__1,659.00,3600018
KAN,KANO SITE - WAWA__RENAMED__2,659.00,3600018
PHC,PHC - WUKARI (TUDUN WADA BIBINU),659.00,671102
PHC,PHC - WUKARI (TUDUN WADA BIBINU)__RENAMED__1,659.00,671102
PHC,PHC - WUKARI (TUDUN WADA BIBINU)__RENAMED__2,659.00,671102
PHC,PORT-HARCOURT SITE - MPAPE QUARRY - ABUJA,659.00,1100011
SAP,SAPELE SITE - KADUNA,660.00,2800006
SAP,SAPELE-UKUM-BENUE-,660.00,980108
SAP,SAPELE-UKUM-BENUE-__RENAMED__1,660.00,980108
SAP,SAPELE-UKUM-BENUE-__RENAMED__2,660.00,980108
KAN,KANO-JADA-ADAMAWA,661.00,641107
KAN,KANO-JADA-ADAMAWA__RENAMED__1,661.00,641107
KAN,KANO-JADA-ADAMAWA__RENAMED__2,661.00,641107
PHC,PORT-HARCOURT SITE - GARAM - ABUJA,661.00,1100006
GGLD,GGLD-IJEBU ODE__RENAMED__1,661.10,3700004
ENG,GGLD-IJEBU ODE__RENAMED__2,661.10,3700004
GGLD, - OWODE-OGUN__RENAMED__1,662.00,3700008
KAN,KANO-ADOMA-KOGI,662.00,271109
KAN,KANO-ADOMA-KOGI__RENAMED__1,662.00,271109
KAN,KANO-ADOMA-KOGI__RENAMED__2,662.00,271109
SAP,SAPELE SITE - WAWA,662.00,3600018
SAP,SAPELE SITE - WAWA__RENAMED__1,662.00,3600018
SAP,SAPELE SITE - WAWA__RENAMED__2,662.00,3600018
SAP,SAPELE-LOGO-BENUE-,662.00,980102
SAP,SAPELE-LOGO-BENUE-__RENAMED__1,662.00,980102
SAP,SAPELE-LOGO-BENUE-__RENAMED__2,662.00,980102
SAP,SAPELE SITE - RIGASA KADUNA,663.00,2800010
GGLD, - KAOJE__RENAMED__1,664.00,3100006
GGLD,GWAGWALADA-KIRI-KASAMA-JIGAWA,664.00,731104
GGLD,GWAGWALADA-KIRI-KASAMA-JIGAWA__RENAMED__1,664.00,731104
GGLD,GWAGWALADA-KIRI-KASAMA-JIGAWA__RENAMED__2,664.00,731104
SAP,SAPELE SITE - DOKA,664.00,2800002
SAP,SAPELE SITE - DUTSE - KADUNA,664.00,2800003
GGLD,GGLD-IJEBU ODE,664.10,3700004
GGLD,GWAGWALADA-BIRNIWA-JIGAWA,665.00,731106
GGLD,GWAGWALADA-BIRNIWA-JIGAWA__RENAMED__1,665.00,731106
GGLD,GWAGWALADA-BIRNIWA-JIGAWA__RENAMED__2,665.00,731106
GGLD,GWAGWALADA-RABAH-SOKOTO,665.00,842103
GGLD,GWAGWALADA-RABAH-SOKOTO__RENAMED__1,665.00,842103
GGLD,GWAGWALADA-RABAH-SOKOTO__RENAMED__2,665.00,842103
KAN,KANO-ZING-TARABA,665.00,661106
KAN,KANO-ZING-TARABA__RENAMED__1,665.00,661106
KAN,KANO-ZING-TARABA__RENAMED__2,665.00,661106
PHC,PORT-HARCOURT SITE - IKOYI - OSUN STATE,665.00,3900003
KAN,KANO-APA-BENUE-,666.00,972107
KAN,KANO-APA-BENUE-__RENAMED__1,666.00,972107
KAN,KANO-APA-BENUE-__RENAMED__2,666.00,972107
PHC,PHC SITE - OKO KWARA,666.00,3300012
PHC,PHC SITE - OKO KWARA__RENAMED__1,666.00,3300012
PHC,PORT HARCOURT SITE - OKO KWARA,666.00,3300012
ENG, - ISEYIN,667.00,4000003
GGLD, - JALINGO__RENAMED__1,667.00,4400001
GGLD,GGLD-IKOT UBO ODOT AKWA IBOM STATE,667.00,533111
GGLD,GGLD-IKOT UBO ODOT AKWA IBOM STATE__RENAMED__1,667.00,533111
GGLD,GGLD-IKOT UBO ODOT AKWA IBOM STATE__RENAMED__2,667.00,533111
PHC,PORT-HARCOURT SITE - IDA QUARRY - KADUNA STATE,667.00,2800004
SAP,SAPELE-AKWANGA-NASARAWA,667.00,960101
SAP,SAPELE-AKWANGA-NASARAWA__RENAMED__1,667.00,960101
SAP,SAPELE-AKWANGA-NASARAWA__RENAMED__2,667.00,960101
PHC,PHC-DENGI LOCAL GOVERNMENT PLATAEU STATE NORTH CENTRAL,668.00,942101
GGLD, - EKET,670.00,1300001
PHC,PHC-BADAGRY,670.00,3400008
PHC,PHC-BADAGRY__RENAMED__1,670.00,3400008
PHC,PHC-BADAGRY__RENAMED__2,670.00,3400008
SAP,SAPELE-KACHIA-KADUNA,670.00,802156
SAP,SAPELE-KACHIA-KADUNA__RENAMED__1,670.00,802156
SAP,SAPELE-KACHIA-KADUNA__RENAMED__2,670.00,802156
ENG,ENUGU-IGABI-KADUNA,671.00,800101
ENG,ENUGU-IGABI-KADUNA__RENAMED__1,671.00,800101
ENG,ENUGU-IGABI-KADUNA__RENAMED__2,671.00,800101
KAN,KANO SITE - GOMBI,671.00,2500003
ENG, - OYO - OGBOMOSHO ROAD-ILORIN,672.00,4000005
GGLD, - TURE-GOMBE__RENAMED__1,672.00,2500006
KAN,KAN TO BERI NIGER STATE,672.00,922106-A
KAN,KAN TO BERI NIGER STATE__RENAMED__1,672.00,922106-A
KAN,KAN TO BERI NIGER STATE__RENAMED__2,672.00,922106-A
SAP,SAPELE SITE - ZUNGERU,672.00,3600013
SAP,SAPELE-JEMA'A-KADUNA,672.00,801135
SAP,SAPELE-JEMA'A-KADUNA__RENAMED__1,672.00,801135
SAP,SAPELE-JEMA'A-KADUNA__RENAMED__2,672.00,801135
SAP,SAPELE-TAKUM-TARABA,672.00,671101
SAP,SAPELE-TAKUM-TARABA__RENAMED__1,672.00,671101
SAP,SAPELE-TAKUM-TARABA__RENAMED__2,672.00,671101
GGLD, - KALTUNGO - GOMBE__RENAMED__1,673.00,2500005
GGLD,GWAGWALADA-KWARE-SOKOTO,673.00,841103
GGLD,GWAGWALADA-KWARE-SOKOTO__RENAMED__1,673.00,841103
GGLD,GWAGWALADA-KWARE-SOKOTO__RENAMED__2,673.00,841103
PHC,PORT-HARCOURT SITE - OSOGBO,673.00,3900006
GGLD,"GGLD-ORILE OKO, REMO NORTH LGA OGUN STATE",674.00,121104
GGLD,"GGLD-ORILE OKO, REMO NORTH LGA OGUN STATE__RENAMED__1",674.00,121104
GGLD,"GGLD-ORILE OKO, REMO NORTH LGA OGUN STATE__RENAMED__2",674.00,121104
KAN,KANO-AGWARA-NIGER,674.00,923107
KAN,KANO-AGWARA-NIGER__RENAMED__1,674.00,923107
KAN,KANO-AGWARA-NIGER__RENAMED__2,674.00,923107
KAN,KANO-OBI-NASARAWA,674.00,951101
KAN,KANO-OBI-NASARAWA__RENAMED__1,674.00,951101
KAN,KANO-OBI-NASARAWA__RENAMED__2,674.00,951101
KAN,KANO SITE - OKPELLA,675.00,2200005
GGLD, - TAI-EKET__RENAMED__1,676.00,1300009
KAN,KANO-GUMA-BENUE-,676.00,970104
KAN,KANO-GUMA-BENUE-__RENAMED__1,676.00,970104
KAN,KANO-GUMA-BENUE-__RENAMED__2,676.00,970104
SAP,SAPELE-KATCHA-NIGER,676.00,920102
SAP,SAPELE-KATCHA-NIGER__RENAMED__1,676.00,920102
SAP,SAPELE-KATCHA-NIGER__RENAMED__2,676.00,920102
GGLD, - OGUN STATE__RENAMED__1,677.00,3700007
GGLD,GWAGWALADA-ZAKI-BAUCHI,677.00,603105
GGLD,GWAGWALADA-ZAKI-BAUCHI__RENAMED__1,677.00,603105
GGLD,GWAGWALADA-ZAKI-BAUCHI__RENAMED__2,677.00,603105
GGLD, - AJEBO - OGUN__RENAMED__1,678.00,3700002
GGLD,GGLD-OMAGWA,678.00,511101
GGLD,GGLD-OMAGWA__RENAMED__1,678.00,511101
GGLD,GGLD-OMAGWA__RENAMED__2,678.00,511101
GGLD, - SOKOTO__RENAMED__1,679.00,4300004
GGLD,GWAGWALADA-GUMI-ZAMFARA,679.00,888222
GGLD,GWAGWALADA-GUMI-ZAMFARA__RENAMED__1,679.00,888222
GGLD,GWAGWALADA-GUMI-ZAMFARA__RENAMED__2,679.00,888222
KAN,KANO SITE - JALINGO,680.00,4400001
GGLD, - ABEOKUTA__RENAMED__1,681.00,3700001
GGLD, - BODINGA-SOKOTO__RENAMED__1,681.00,4300001
KAN,KANO SITE - GWOZA - BORNO STATE,681.00,1800004
ENG, - OGUN STATE,682.00,3700007
KAN,KANO-MADAGALI-ADAMAWA,682.00,651102
KAN,KANO-MADAGALI-ADAMAWA__RENAMED__1,682.00,651102
KAN,KANO-MADAGALI-ADAMAWA__RENAMED__2,682.00,651102
GGLD,GWAGWALADA-GURI-JIGAWA,683.00,731105
GGLD,GWAGWALADA-GURI-JIGAWA__RENAMED__1,683.00,731105
GGLD,GWAGWALADA-GURI-JIGAWA__RENAMED__2,683.00,731105
KAN,KANO SITE - ADAMAWA,683.00,1200001
KAN,KANO SITE - ZAKI-BIAM - BENUE STATE,683.00,1700009
PHC,PORT-HARCOURT SITE - JERE-ABUJA,683.00,2800005
GGLD,GWAGWALADA-NANGERE-YOBE,684.00,622101
GGLD,GWAGWALADA-NANGERE-YOBE__RENAMED__1,684.00,622101
GGLD,GWAGWALADA-NANGERE-YOBE__RENAMED__2,684.00,622101
KAN,KANO SITE - KABBA-KOGI STATE,684.00,3200004
GGLD, - P/HARCOURT-EKET ROAD__RENAMED__1,685.00,4200008
GGLD,GWAGWALADA-BAJOGA-GOMBE,685.00,Ï»¿762102
GGLD,GWAGWALADA-BAJOGA-GOMBE__RENAMED__1,685.00,762102
GGLD,GWAGWALADA-BAJOGA-GOMBE__RENAMED__2,685.00,762102
PHC,PORT-HARCOURT SITE - MARARRABA TARABA,685.00,4400007
PHC,PORT-HARCOURT SITE - MARARRABA TARABA__RENAMED__1,685.00,4400007
GGLD,GWAGWALADA-SHAGARI-SOKOTO,686.00,851103
GGLD,GWAGWALADA-SHAGARI-SOKOTO__RENAMED__1,686.00,851103
GGLD,GWAGWALADA-SHAGARI-SOKOTO__RENAMED__2,686.00,851103
KAN,KANO SITE - ADOKA,686.00,1700002
PHC,PORT-HARCOURT SITE - MEKO,686.00,3700005
PHC,PORT-HARCOURT SITE - SO-TA,686.00,3700011
ENG, - VOM,688.00,4100008
KAN,KANO-YORRO-TARABA,688.00,660213
KAN,KANO-YORRO-TARABA__RENAMED__1,688.00,660213
KAN,KANO-YORRO-TARABA__RENAMED__2,688.00,660213
SAP,SAPELE-BENIN-EKPOMA-AVIELLE-OKENE-LOKOJA-GWAGWALADA-DIKO-PAIKO-MINNA-ZUNGERU,688.00,922107
SAP,SAPELE-BENIN-EKPOMA-AVIELLE-OKENE-LOKOJA-GWAGWALADA-DIKO-PAIKO-MINNA-ZUNGERU__RENAMED__1,688.00,922107
SAP,SAPELE-BENIN-EKPOMA-AVIELLE-OKENE-LOKOJA-GWAGWALADA-DIKO-PAIKO-MINNA-ZUNGERU__RENAMED__2,688.00,922107
SAP,SAPELE-USSA-TARABA,688.00,671002
SAP,SAPELE-USSA-TARABA__RENAMED__1,688.00,671002
SAP,SAPELE-USSA-TARABA__RENAMED__2,688.00,671002
GGLD," - IBAFO, OGUN STATE__RENAMED__1",689.00,3700003
SAP,SAPELE SITE - LAPAI-NIGER STATE,689.00,3600005
GGLD,GWAGWALADA-WAMAKKO-SOKOTO,690.00,840102
GGLD,GWAGWALADA-WAMAKKO-SOKOTO__RENAMED__1,690.00,840102
GGLD,GWAGWALADA-WAMAKKO-SOKOTO__RENAMED__2,690.00,840102
ENG, - KANTAGORA,691.00,3600004
KAN,KAN to OBAN-CALABAR CROSS RIVER STATE,691.00,542103
KAN,KAN to OBAN-CALABAR CROSS RIVER STATE__RENAMED__1,691.00,542103
KAN,KANO - LAIDE-ADAMAWA,691.00,650105
KAN,KANO - LAIDE-ADAMAWA__RENAMED__1,691.00,650105
KAN,KANO - LAIDE-ADAMAWA__RENAMED__2,691.00,650105
KAN,KANO to ILUKE EGGAN KOGI,691.00,261103
KAN,KANO to ILUKE EGGAN KOGI__RENAMED__1,691.00,261103
KAN,KANO to ILUKE EGGAN KOGI__RENAMED__2,691.00,261103
KAN,KANO SITE - BANKI,692.00,1800001
SAP,SAPELE-GITTA-NASARAWA,692.00,960134
SAP,SAPELE-GITTA-NASARAWA__RENAMED__1,692.00,960134
SAP,SAPELE-GITTA-NASARAWA__RENAMED__2,692.00,960134
GGLD,GWAGWALADA-BALI-TARABA,693.00,672102
GGLD,GWAGWALADA-BALI-TARABA__RENAMED__1,693.00,672102
GGLD,GWAGWALADA-BALI-TARABA__RENAMED__2,693.00,672102
ENG, - ZARIA,694.00,2800012
PHC,PORT-HARCOURT SITE - OLONDE,695.00,3900005
SAP,SAPELE-WUSHISHI-NIGER,695.00,922107
SAP,SAPELE-WUSHISHI-NIGER__RENAMED__1,695.00,922107
SAP,SAPELE-WUSHISHI-NIGER__RENAMED__2,695.00,922107
KAN,KANO-ARDO-KOLA-TARABA,696.00,660101
KAN,KANO-ARDO-KOLA-TARABA__RENAMED__1,696.00,660101
KAN,KANO-ARDO-KOLA-TARABA__RENAMED__2,696.00,660101
KAN,Kano-Kura-Zaria-Funtua-Gusau-Anka-Tambawal-Jega-Kalgo,696.00,862104
KAN,Kano-Kura-Zaria-Funtua-Gusau-Anka-Tambawal-Jega-Kalgo__RENAMED__1,696.00,862104
KAN,Kano-Kura-Zaria-Funtua-Gusau-Anka-Tambawal-Jega-Kalgo__RENAMED__2,696.00,862104
SAP,SAPELE - WUKARI,696.00,670101
SAP,SAPELE - WUKARI__RENAMED__1,696.00,670101
SAP,SAPELE - WUKARI__RENAMED__2,696.00,670101
SAP,"SAPELE-TAKUM, TARABA STATE",696.00,671002
SAP,"SAPELE-TAKUM, TARABA STATE__RENAMED__1",696.00,671002
SAP,"SAPELE-TAKUM, TARABA STATE`",696.00,671002
GGLD,GWAGWALADA-KATAGUM-BAUCHI,697.00,752105
GGLD,GWAGWALADA-KATAGUM-BAUCHI__RENAMED__1,697.00,752105
GGLD,GWAGWALADA-KATAGUM-BAUCHI__RENAMED__2,697.00,752105
KAN,KANO-LAU-TARABA,697.00,662104
KAN,KANO-LAU-TARABA__RENAMED__1,697.00,662104
KAN,KANO-LAU-TARABA__RENAMED__2,697.00,662104
SAP,SAPELE-GBAKO-NIGER,697.00,912101
SAP,SAPELE-GBAKO-NIGER__RENAMED__1,697.00,912101
SAP,SAPELE-GBAKO-NIGER__RENAMED__2,697.00,912101
ENG, - BOKAS-JOS,698.00,4100001
KAN,KANO SITE - MAIHA PELLA-ADAMAWA,698.00,1200002
KAN,KANO-EJULE-KOGI,698.00,271106
KAN,KANO-EJULE-KOGI__RENAMED__1,698.00,271106
KAN,KANO-EJULE-KOGI__RENAMED__2,698.00,271106
KAN,KANO-IDAH QUARY KOGI STATE,698.00,3200011
KAN,KANO-IDAH QUARY KOGI STATE__RENAMED__1,698.00,3200011
KAN,KANO-IDAH QUARY KOGI STATE__RENAMED__2,698.00,3200011
ENG, - BAUCHI,699.00,1500003
KAN,KANO SITE - KAOJE,699.00,3100006
KAN,KANO SITE - YIMIRSHIKA,699.00,1800007
PHC,PHC-KWALI,699.00,1100021
PHC,PHC-KWALI__RENAMED__1,699.00,1100021
PHC,PHC-KWALI__RENAMED__2,699.00,1100021
GGLD, - NGURU__RENAMED__1,700.00,4500008
GGLD,GWAGWALADA-JERE-KADUNA-ZARIA-FUNTUA-GUSAU-TALATAMAFARA-SOKOTO-TAKATUKU,700.00,852101
GGLD,GWAGWALADA-JERE-KADUNA-ZARIA-FUNTUA-GUSAU-TALATAMAFARA-SOKOTO-TAKATUKU__,700.00,852101
GGLD,GWAGWALADA-JERE-KADUNA-ZARIA-FUNTUA-GUSAU-TALATAMAFARA-SOKOTO-TAKATUKU___,700.00,852101
SAP,SAP TO WARA KEBBI STATE,700.00,870104
SAP,SAP TO WARA KEBBI STATE__RENAMED__1,700.00,870104
SAP,SAP TO WARA KEBBI STATE__RENAMED__2,700.00,870104
KAN,KANO SITE - AUCHI,701.00,2200001
KAN,KANO SITE - IMEKE,701.00,2200004
PHC,PHC-KWANDE-BENUE-,701.00,982103
PHC,PHC-KWANDE-BENUE-__RENAMED__1,701.00,982103
PHC,PHC-KWANDE-BENUE-__RENAMED__2,701.00,982103
SAP,SAPELE SITE - LAFIA,701.00,3500002
SAP,SAPELE-SOBA-KADUNA,701.00,801112
SAP,SAPELE-SOBA-KADUNA__RENAMED__1,701.00,801112
SAP,SAPELE-SOBA-KADUNA__RENAMED__2,701.00,801112
GGLD, - LAGOS__RENAMED__1,702.00,3400005
SAP,SAPELE-ZANGON-KATAF-KADUNA,702.00,802107
SAP,SAPELE-ZANGON-KATAF-KADUNA__RENAMED__1,702.00,802107
SAP,SAPELE-ZANGON-KATAF-KADUNA__RENAMED__2,702.00,802107
ENG,ENUGU - MAYO BELWA,704.00,641102
ENG,ENUGU - MAYO BELWA__RENAMED__1,704.00,641102
ENG,ENUGU - MAYO BELWA__RENAMED__2,704.00,641102
GGLD,GWAGWALADA-BALANGA-GOMBE,704.00,761118
GGLD,GWAGWALADA-BALANGA-GOMBE__RENAMED__1,704.00,761118
GGLD,GWAGWALADA-BALANGA-GOMBE__RENAMED__2,704.00,761118
KAN,KANO-GANYE-ADAMAWA,704.00,641113
KAN,KANO-GANYE-ADAMAWA__RENAMED__1,704.00,641113
KAN,KANO-GANYE-ADAMAWA__RENAMED__2,704.00,641113
SAP,SAPELE-SANGA-KADUNA,704.00,801129
SAP,SAPELE-SANGA-KADUNA__RENAMED__1,704.00,801129
SAP,SAPELE-SANGA-KADUNA__RENAMED__2,704.00,801129
KAN,KAN-MOPA KOGI,706.00,262101
KAN,KAN-MOPA KOGI__RENAMED__1,706.00,262101
KAN,KAN-MOPA KOGI__RENAMED__2,706.00,262101
ENG,ENUGU - NUMAN-ADAMAWA,707.00,642101
ENG,ENUGU - NUMAN-ADAMAWA__RENAMED__1,707.00,642101
GGLD,GWAGWALADA-GASSOL-TARABA,707.00,672002
GGLD,GWAGWALADA-GASSOL-TARABA__RENAMED__1,707.00,672002
GGLD,GWAGWALADA-GASSOL-TARABA__RENAMED__2,707.00,672002
ENG,ENUGU - SAKI-OYO STATE,708.00,4000007
ENG,ENUGU - SAKI-OYO STATE__RENAMED__1,708.00,4000007
ENG,ENUGU- SAKI-OYO STATE,708.00,4000007
KAN,KANO-ANYIGBA-KOGI,708.00,272102
KAN,KANO-ANYIGBA-KOGI__RENAMED__1,708.00,272102
KAN,KANO-ANYIGBA-KOGI__RENAMED__2,708.00,272102
KAN,KANO SITE - ILORIN JEBBA SITE,709.00,3300004
PHC,PHC-SCC KARSHI ABUJA,709.00,900109
GGLD, - IJORA-LAGOS__RENAMED__1,710.00,3400003
KAN,KANO - MARARABA TARABA,711.00,4400007
KAN,KANO SITE - UGBA,711.00,1700008
GGLD,GWAGWALADA-KARASUWA-YOBE,714.00,630103
GGLD,GWAGWALADA-KARASUWA-YOBE__RENAMED__1,714.00,630103
GGLD,GWAGWALADA-KARASUWA-YOBE__RENAMED__2,714.00,630103
SAP,SAPELE-KAJURU-KADUNA,714.00,802123
SAP,SAPELE-KAJURU-KADUNA__RENAMED__1,714.00,802123
SAP,SAPELE-KAJURU-KADUNA__RENAMED__2,714.00,802123
SAP,SAPELE-MARIGA-NIGER,715.00,922106
SAP,SAPELE-MARIGA-NIGER__RENAMED__1,715.00,922106
SAP,SAPELE-MARIGA-NIGER__RENAMED__2,715.00,922106
SAP,SAPELE-JAJI-KADUNA,716.00,800102
SAP,SAPELE-JAJI-KADUNA__RENAMED__1,716.00,800102
SAP,SAPELE-JAJI-KADUNA__RENAMED__2,716.00,800102
SAP,SAPELE-IGABI-KADUNA,717.00,800101
SAP,SAPELE-IGABI-KADUNA__RENAMED__1,717.00,800101
SAP,SAPELE-IGABI-KADUNA__RENAMED__2,717.00,800101
KAN,KAN-ALOMA,718.00,3200014
KAN,KAN-ALOMA__RENAMED__1,718.00,3200014
KAN,KAN-ALOMA__RENAMED__2,718.00,3200014
KAN,KANO SITE - ABEJUKOLO,718.00,3200001
KAN,"KAN-GBOKO, BENUE STATE",719.00,981101
KAN,"KAN-GBOKO, BENUE STATE__RENAMED__1",719.00,981101
KAN,"KAN-GBOKO, BENUE STATE__RENAMED__2",719.00,981101
KAN,KAN-OGOBIA BENUE STATE,719.00,972106
KAN,KAN-OGOBIA BENUE STATE__RENAMED__1,719.00,972106
KAN,KAN-OGOBIA BENUE STATE__RENAMED__2,719.00,972106
PHC,PORT-HARCOURT SITE - OYAN-OSUN,719.00,3900007
ENG,ENG-GYAWANA ADAMAWA STATE,720.00,642114
GGLD,GWAGWALADA-BINJI-SOKOTO,720.00,853101
GGLD,GWAGWALADA-BINJI-SOKOTO__RENAMED__1,720.00,853101
GGLD,GWAGWALADA-BINJI-SOKOTO__RENAMED__2,720.00,853101
GGLD,GWAGWALADA-GWADABAWA-SOKOTO,722.00,843103
GGLD,GWAGWALADA-GWADABAWA-SOKOTO__RENAMED__1,722.00,843103
GGLD,GWAGWALADA-GWADABAWA-SOKOTO__RENAMED__2,722.00,843103
GGLD,GWAGWALADA-GUYOK-ADAMAWA,723.00,643101
GGLD,GWAGWALADA-GUYOK-ADAMAWA__RENAMED__1,723.00,643101
GGLD,GWAGWALADA-GUYOK-ADAMAWA__RENAMED__2,723.00,643101
KAN,KANO SITE - OTUKPO-BENUE STATE,723.00,1700006
SAP,SAPELE SITE - DUAR,723.00,3500001
